,date,price,spot,T,strike,risk_free,t,days to maturity,return,implied vol,fit vol,theory price,Simulate price
251,2018-12-20,11.16,54.35,2.23013698630137,50,0,0.9643835616438357,1.2657534246575342,-0.051808341121032164,0.17145709489277586,0.13284182640460013,5.753727222035181,5.643929693548426
252,2018-12-21,10.67,53.82,2.23013698630137,50,0,0.9671232876712329,1.2630136986301368,-0.009799468268458789,0.16277640491535694,0.13284739276465635,5.366226754825767,5.008305783664247
253,2018-12-24,8.73,50.47,2.23013698630137,50,0,0.9753424657534246,1.2547945205479452,-0.06426604494658861,0.17554409675083193,0.13286366231863667,3.2208208301295294,3.2224186303427738
254,2018-12-26,11.05,54.47,2.23013698630137,50,0,0.9808219178082191,1.2493150684931507,0.07627099104341228,0.20636682695227737,0.13287415995758908,5.8259062931947625,5.772257694636249
255,2018-12-27,10.03,52.16,2.23013698630137,50,0,0.9835616438356164,1.2465753424657535,-0.043334173777185736,0.2089910633361082,0.1328793068581115,4.222163724569846,3.9565973984045586
256,2018-12-28,10.08,52.2,2.23013698630137,50,0,0.9863013698630136,1.2438356164383562,0.0007665772701956897,0.2056023771104552,0.1328843869856244,4.244745965856307,4.286368563150781
257,2018-12-31,10.48,53.8,2.23013698630137,50,0,0.9945205479452055,1.2356164383561643,0.030190972279145356,0.21145262241326648,0.13289923532919962,5.323241690682131,5.092401996917723
258,2019-01-02,11.38,54.91,2.23013698630137,50,0,1.0,1.2301369863013698,0.02042201412304223,0.21407985387804537,0.13290881593134765,6.137507108079475,6.048398909921845
259,2019-01-03,12.09,55.95,2.23013698630137,50,0,1.0027397260273974,1.2273972602739724,0.018762953467153842,0.20717953463677583,0.13291351320915812,6.946292534914868,7.020128641203897
260,2019-01-04,12.69,57.06,2.23013698630137,50,0,1.0054794520547945,1.2246575342465753,0.019644911027419276,0.2074593422820153,0.13291814954217757,7.850736050276552,7.553531017542582
